역명,내국인,장기외국,단기외국,전체,단기비중,외국인비중
오금,15306.811687724998,290.17572738335315,628.973107950713,16225.960523059064,3.88,5.66
오남,7237.266446287554,151.09856194728,318.98585299981335,7707.350861234648,4.14,6.1
오류동,8689.2426944173,336.53414197110135,365.45869336114396,9391.235529749547,3.89,7.47
오리,3909.847232855746,70.03514692895729,105.6670637875496,4085.5494435722526,2.59,4.3
오목교,14293.381168048658,486.57677863368633,480.98397132191775,15260.94191800426,3.15,6.34
옥수,12280.787815700105,534.7966530328813,709.1921863619878,13524.776655094975,5.24,9.2
온수,5816.256575928629,214.0841509859032,226.6817000834253,6257.022426997957,3.62,7.04
올림픽공원,10745.06968453617,179.2388683221286,314.3680541205845,11238.676606978885,2.8,4.39
왕십리,40389.44880989407,2171.7642734436995,2287.678125834314,44848.891209172085,5.1,9.94
외대앞,5562.762995382314,644.4353461990513,341.5759240561938,6548.774265637559,5.22,15.06
용답,9696.682750322248,595.2018535133961,1568.9564549894676,11860.841058825112,13.23,18.25
용마산,9835.216603639135,321.1298902992127,312.3664487250173,10468.712942663366,2.98,6.05
용산,9535.416466581479,407.7470806921194,508.6482095944618,10451.81175686806,4.87,8.77
우장산,20441.60093403169,334.8429515020384,727.4080446350199,21503.85193016875,3.38,4.94
운양,4660.191451189827,162.86924159031219,190.67699274242412,5013.737685522563,3.8,7.05
운천,4601.361762508108,107.48653261874506,281.1690395941563,4990.017334721008,5.63,7.79
원당,9217.353618241483,188.35605765295514,450.6174894258709,9856.327165320308,4.57,6.48
원종,8481.90256687643,299.397562050586,309.9846745502611,9091.284803477278,3.41,6.7
원흥,14502.530469996847,296.35832349042676,708.9989319471246,15507.887725434399,4.57,6.48
월계,5545.3483835234865,73.14581136148826,140.75896098868125,5759.2531558736555,2.44,3.71
월곡,7005.844774860119,355.06494596271597,228.8708109655595,7589.780531788395,3.02,7.69
월곶,2864.1470289765193,226.13638864229208,259.58851713967255,3349.871934758484,7.75,14.5
월드컵경기장,6509.142592815545,164.78358225260732,260.15041759721976,6934.076592665372,3.75,6.13
월롱,3935.8121735782206,91.93947909585252,240.50022275683372,4268.251875430907,5.63,7.79
을지로3가,29968.677587587055,1949.5927925845306,5130.283924464011,37048.554304635596,13.85,19.11
을지로4가,15900.153957442059,848.9519966740988,2161.4320796065017,18910.538033722656,11.43,15.92
을지로입구,21803.21007987221,1613.2403196061464,4352.280981109035,27768.73138058739,15.67,21.48
응봉,5201.053028375187,154.4201481578276,273.6645201221685,5629.1376966551825,4.86,7.6
응암,11830.618204389533,190.7519620651172,346.962031111638,12368.332197566288,2.81,4.35
이대,13097.395836551748,1192.496691208776,1414.5253684645834,15704.417896225108,9.01,16.6
이매,15097.381492755721,394.1694087360389,462.33404332948925,15953.88494482125,2.9,5.37
이수,5076.437463356281,153.24113233371153,175.62919976768785,5405.307795457681,3.25,6.08
이촌,18661.65400744252,789.3852776678816,970.4905128065601,20421.529797916963,4.75,8.62
이태원,5467.3180970363655,813.6981768033169,737.8318223388827,7018.848096178564,10.51,22.11
인덕원,8009.778446398242,177.90831474234574,186.3804970044917,8374.067258145078,2.23,4.35
인천대입구,8698.097025768664,432.96103385772045,344.86939493428815,9475.927454560673,3.64,8.21
인천터미널,8589.96246523194,345.94682605928904,220.83043327111943,9156.739724562349,2.41,6.19
인하대,3108.3631014729626,144.82147451795072,67.60544805872298,3320.7900240496365,2.04,6.4
일산,8304.943752393492,175.723957343212,271.0829941714369,8751.750703908141,3.1,5.11
일원,8314.354961103141,125.85321275206421,439.1163961209162,8879.324569976123,4.95,6.36
임진강,3076.0979664099077,71.8567940254168,187.9668575420964,3335.921617977421,5.63,7.79
임학,4822.407627979985,126.20379871898085,223.74592886442025,5172.357355563386,4.33,6.77
자양,11823.991912428548,1274.9986399108484,1136.6916166055964,14235.682168944993,7.98,16.94
잠실,39634.885014950676,1369.6479171147753,2496.3772188614053,43500.91015092685,5.74,8.89
잠실나루,17035.946432706278,548.7398289095665,934.8219521170718,18519.508213732915,5.05,8.01
잠실새내,15150.496564092322,489.22389415193106,832.4395678715496,16472.160026115802,5.05,8.02
잠원,5936.3216711592,257.4518839443499,321.592839946662,6515.366395050212,4.94,8.89
장기,4743.4843781585905,171.84999020051288,195.07296184923084,5110.407330208334,3.82,7.18
장승배기,8816.115188442333,375.04097873720065,258.87969306256355,9450.035860242097,2.74,6.71
장지,14935.563361386405,386.2966921242554,516.930347455658,15838.790400966318,3.26,5.7
장한평,13367.500326800506,591.1852812169831,856.370461275781,14815.05606929327,5.78,9.77
정릉,7244.518707728335,179.50146668517425,213.7250074037218,7637.745181817231,2.8,5.15
정발산,3958.8929717947244,85.04776377799378,123.97042968830823,4167.911165261026,2.97,5.01
정부과천청사,4962.29315560685,114.77146066293126,159.7670901273759,5236.831706397157,3.05,5.24
정왕,8561.79778211932,1232.059444878398,877.3553080758929,10671.21253507361,8.22,19.77
정자,44391.66329598397,1158.9980476139804,1359.4262814118867,46910.08762500984,2.9,5.37
제기동,3180.500016339547,243.72569618212742,153.39602593150371,3577.6217384531783,4.29,11.1
제물포,5950.415397083398,277.2352854760043,129.41876026797453,6357.069442827377,2.04,6.4
종각,20974.40498761095,1278.277355874028,3344.5319836401673,25597.214327125144,13.07,18.06
종로3가,69088.51331547693,2625.774349470802,6174.416469888702,77888.70413483643,7.93,11.3
종로5가,16163.195500925864,701.8801976012325,1534.9971826171704,18400.072881144268,8.34,12.16
종합운동장,29433.486967657052,824.4724089529235,1210.3871927344717,31468.346569344445,3.85,6.47
주안,10342.36964366194,481.860443232984,224.94171720715957,11049.171804102083,2.04,6.4
주엽,7257.910781089233,148.14689515476775,259.1296752142431,7665.187351458244,3.38,5.31
죽전,4288.277490160484,76.81377972309394,115.89447466993123,4480.985744553509,2.59,4.3
중계,11934.205964704326,133.3871786347848,345.77626063817394,12413.369403977285,2.79,3.86
중곡,11351.3960727018,357.39597045010527,346.7513593200467,12055.543402471953,2.88,5.84
중동,6587.82581069639,340.568595651114,225.12161407446519,7153.51602042197,3.15,7.91
중랑,6192.9735123920545,324.68604865758647,240.00487920193493,6757.664440251576,3.55,8.36
중앙,4067.8868382491423,282.6041550411111,379.66679707625906,4730.157790366513,8.03,14.0
중앙보훈병원,5907.848181214087,95.81525712074347,272.97869720358955,6276.642135538421,4.35,5.88
중화,3739.5018686547814,126.96682366354626,140.45596288459504,4006.9246552029226,3.51,6.67
증미,12135.044476996216,282.19875770422885,523.4263854950306,12940.669620195476,4.04,6.23
증산,8861.865354459725,310.4320855140275,275.6378711708318,9447.935311144583,2.92,6.2
지석,5069.916482251097,124.05099777390878,282.07446796722826,5476.041947992233,5.15,7.42
지식정보단지,8081.610928133547,402.27449892941826,320.42644070568383,8804.311867768649,3.64,8.21
지축,18407.59676378436,363.2072146833394,874.6237382937328,19645.42771676143,4.45,6.3
창동,25132.33231337714,375.39166907401784,1085.764587695681,26593.48857014684,4.08,5.49
창신,4902.584326462603,285.6716678147485,331.22085918062356,5519.476853457975,6.0,11.18
천마산,9114.768469293453,190.3735865146284,401.6456273377191,9706.7876831458,4.14,6.1
천왕,9384.008690720217,407.40591091387995,804.6758522074492,10596.090453841545,7.59,11.44
천호,25083.806855807168,870.1079334271359,797.5634814201628,26751.478270654465,2.98,6.23
철산,7003.234499961341,218.54076635149931,234.30239326457448,7456.077659577414,3.14,6.07
청계산입구,18920.548032398154,588.3815282463281,518.4308615903184,20027.3604222348,2.59,5.53
청구,8983.236266034362,524.0636746685376,695.8848455116013,10203.1847862145,6.82,11.96
청담,18369.936199494692,848.2214492989356,1404.5081448118253,20622.665793605454,6.81,10.92
청량리,23844.34613910964,1009.460240404237,1189.98514299062,26043.791522504496,4.57,8.45
청명,4231.850600808753,126.4824384797394,185.84242765795645,4544.175466946449,4.09,6.87
초월,4722.911988214296,221.68009361915384,141.3048549970045,5085.896936830454,2.78,7.14
총신대입구,15067.021636179084,461.0525264823913,530.5693830795736,16058.64354574105,3.3,6.18
춘의,13440.23909315216,684.6952936491965,460.85175535926663,14585.786142160623,3.16,7.85
충무로,17765.933188931653,1191.005797244096,2608.1746964686986,21565.113682644445,12.09,17.62
충정로,20668.230256678584,688.4906260710977,1484.8170985045645,22841.537981254245,6.5,9.51
캠퍼스타운,9747.950869103484,485.21910870594587,386.49487446707377,10619.664852276504,3.64,8.21
태릉입구,9245.652970267774,237.87416113810707,408.6246063198671,9892.151737725748,4.13,6.54
태평,8915.690074365342,630.3720270646429,338.495590095805,9884.55769152579,3.42,9.8
테크노파크,9440.667043802943,469.9235880540455,374.31142944564664,10284.902061302635,3.64,8.21
파주,5061.743940861525,118.24093242140266,309.3009756633033,5489.2858489462305,5.63,7.79
판교,40200.312776960345,1049.56833248876,1231.0726305883202,42480.953740037425,2.9,5.37
평내호평,12108.841701467538,252.80657849449926,533.7027768217206,12895.351056783758,4.14,6.1
평촌,21619.2527796808,476.64300339522833,498.7491245076732,22594.6449075837,2.21,4.32
풍산,11526.97921475396,250.91222302018684,347.51342888295875,12125.404866657105,2.87,4.94
하계,9272.750482985723,180.77497145936448,200.81252885921987,9654.337983304307,2.08,3.95
하남검단산,5476.594961465602,135.39224473024566,164.3016208292305,5776.288827025078,2.84,5.19
하남시청,6865.906377615756,169.73876708317636,205.98192019702185,7241.627064895955,2.84,5.19
하남풍산,4091.485896202636,101.14624132898702,122.757024107814,4315.389161639437,2.84,5.19
학동,11850.347553820087,606.5544150227863,593.5032087736099,13050.405177616485,4.55,9.2
학여울,12393.679351460409,326.10545781551247,566.830922395282,13286.615731671203,4.27,6.72
한강진,5941.514376636866,615.5927791752256,689.9653123617042,7247.072468173796,9.52,18.01
한남,4424.866628637506,350.97260886761296,413.5681585288495,5189.407396033968,7.97,14.73
한대앞,9276.010717545507,644.4228355458707,865.7549776609244,10786.188530752303,8.03,14.0
한성대입구,15939.42521593112,994.4315402260829,876.9459900452266,17810.80274620243,4.92,10.51
한성백제,5689.723137744933,183.38089902935184,262.5488064742149,6135.6528432485,4.28,7.27
한양대,6744.352005917433,416.1847157802983,520.3542623369246,7680.890984034657,6.77,12.19
한티,9643.723510112715,321.00216057255795,378.5922097219672,10343.31788040724,3.66,6.76
합정,29540.92791426869,1793.3386899001541,3221.764556116313,34556.03116028516,9.32,14.51
행당,4921.652251124856,157.68243820385055,197.75659355758302,5277.091282886289,3.75,6.74
혜화,31319.24033256022,1644.5142848462572,2175.6230208572256,35139.3776382637,6.19,10.87
홍대입구,70180.60845442567,5950.1488704523235,11085.680073827441,87216.43739870544,12.71,19.53
홍제,9880.216745761469,236.9925683847628,303.74496524707814,10420.95427939331,2.91,5.19
화계,6024.378680211272,289.88509062377153,152.97800325196107,6467.241774087004,2.37,6.85
화곡,15648.020287526444,407.80412662678515,474.0976533714646,16529.922067524694,2.87,5.34
화랑대,6084.693834375856,171.57383770446413,205.1232143378394,6461.390886418159,3.17,5.83
화서,5961.185098038724,356.93091294335613,207.78329029939545,6525.899301281475,3.18,8.65
화정,5047.371845877477,103.14273508141474,246.7556441457279,5397.27022510462,4.57,6.48
회기,17545.447456742906,2098.341672712656,952.2271049319133,20596.016234387476,4.62,14.81
회현,21327.91799226205,1420.804976338424,3839.8865526047034,26588.609521205177,14.44,19.79
효창공원앞,9372.412014615053,337.2636669327963,676.0830975870766,10385.758779134925,6.51,9.76
흑석,8707.337807363263,672.9945466848881,346.87482820861413,9727.207182256765,3.57,10.48
