id,x,y,r,환승,역명,색목록
516,572.75,2472.37,2.9,N,,#004b84
517,519.21,2472.37,2.9,N,,#004b84
518,936.07,575.69,2.9,N,응암,#713b1d
519,729.37,782.37,2.9,N,증산,#713b1d
520,799.77,712.21,2.9,N,새절,#713b1d
521,1757.45,412.72,3.15,Y,창동,#004b84|#009bce
522,1206.22,1092.4,2.9,N,,#a35e8c
523,1219.5,1092.4,3.15,Y,공덕|서울,#004b84|#006390
524,1232.78,1092.4,2.9,N,,#9a958c
525,1246.06,1092.4,2.9,N,,#009bce
526,1630.26,972.26,3.15,Y,왕십리,#6bc2b3|#794698
527,1643.54,972.26,3.15,Y,상왕십리|왕십리,#00a23f|#794698
528,1656.81,972.26,3.15,Y,왕십리,#794698|#eca300
529,1670.09,972.26,2.9,N,왕십리,#794698
530,985.42,1243.44,3.15,Y,공덕,#6bc2b3|#794698
531,985.42,1256.71,2.9,N,공덕,#794698
532,985.42,1269.99,3.15,Y,공덕|홍대입구,#006390|#794698
533,985.42,1283.27,3.15,Y,공덕,#713b1d|#794698
534,785.62,1117.42,2.9,N,,#006390
535,798.9,1117.42,2.9,N,홍대입구,#00a23f
536,812.17,1117.42,2.9,N,홍대입구,#6bc2b3
537,372.83,969.06,3.15,Y,김포공항,#006390|#794698
538,372.83,955.78,3.15,Y,김포공항,#794698|#a49d87
539,372.83,942.51,2.9,N,김포공항,#794698
540,372.83,929.23,3.15,Y,김포공항,#4da635|#794698
541,372.83,915.95,3.15,Y,김포공항,#794698|#957326
542,1169.78,731.68,2.9,N,종로3가,#eb6101
543,1169.78,744.96,3.15,Y,종로3가,#004b84|#eb6101
544,1169.78,758.23,3.15,Y,종로3가,#794698|#eb6101
545,896.74,522.84,3.15,Y,연신내,#713b1d|#eb6101
546,883.47,522.84,3.15,Y,연신내,#a35e8c|#eb6101
547,870.19,522.85,2.9,N,연신내,#eb6101
548,1925.12,700.46,3.15,Y,상봉,#006550|#69702e
549,1925.12,713.74,3.15,Y,상봉,#69702e|#6bc2b3
550,1925.12,727.01,2.9,N,상봉,#69702e
551,1706.33,743.97,2.9,N,,#004b84
552,1715.71,753.36,2.9,N,,#9a958c
553,1725.1,762.75,2.9,N,청량리,#6bc2b3
554,1734.49,772.14,2.9,N,,#eca300
555,1757.45,695.32,2.9,N,회기,#004b84
556,1766.84,704.71,2.9,N,,#006550
557,1776.23,714.1,2.9,N,회기,#6bc2b3
558,1854.85,706.86,3.15,Y,중랑,#006550|#6bc2b3
559,2020.41,706.87,3.15,Y,망우,#006550|#6bc2b3
560,2072.17,652.89,3.15,Y,신내,#006550|#713b1d
561,1757.45,579.27,3.15,Y,석계,#004b84|#713b1d
562,1485.76,741.09,3.15,Y,동묘앞,#004b84|#713b1d
563,1925.12,579.27,3.15,Y,태릉입구,#69702e|#713b1d
564,1837.56,326.27,3.15,Y,도봉산,#004b84|#69702e
565,1910.29,253.53,3.15,Y,회룡,#004b84|#df7504
566,1365.78,741.09,3.15,Y,동대문,#004b84|#009bce
567,1925.12,412.72,3.15,Y,노원,#009bce|#69702e
568,653.51,958.07,3.15,Y,디지털미디어시티,#6bc2b3|#713b1d
569,653.51,971.35,2.9,N,디지털미디어시티,#713b1d
570,653.51,984.63,3.15,Y,디지털미디어시티,#006390|#713b1d
571,1405.14,1594.87,2.9,N,고속터미널,#a49d87
572,1418.42,1594.87,2.9,N,고속터미널,#a49d87
573,1431.69,1594.87,4.3,Y,고속터미널,#69702e|#a49d87|#eb6101
574,1838.76,1919.27,2.9,N,수서,#eb6101
575,1852.03,1919.27,2.9,N,수서,#eca300
576,1865.31,1919.27,2.9,N,,#a35e8c
577,1431.62,1449.63,3.15,Y,신사,#c12c30|#eb6101
578,454.9,2289.77,3.15,Y,오이도,#009bce|#eca300
579,529.29,2289.77,3.15,Y,정왕,#009bce|#eca300
580,603.6,2289.77,3.15,Y,능길,#009bce|#eca300
581,668.4,2289.77,3.15,Y,안산,#009bce|#eca300
582,793.3,2289.77,3.15,Y,고잔,#009bce|#eca300
583,851.35,2289.77,3.15,Y,중앙,#009bce|#eca300
584,912.52,2289.77,3.15,Y,한대앞,#009bce|#eca300
585,1465.86,635.09,3.15,Y,성신여대입구,#009bce|#bacc00
586,1521.24,684.73,3.15,Y,보문,#713b1d|#bacc00
587,1572.29,733.21,2.9,N,신설동,#bacc00
588,1572.29,746.49,2.9,N,신설동,#004b84
589,1572.29,759.76,2.9,N,신설동,#00a23f
590,1929.87,972.26,3.15,Y,군자,#69702e|#794698
591,1084.73,1283.08,3.15,Y,효창공원앞,#6bc2b3|#713b1d
592,1431.61,1129.77,3.15,Y,약수,#713b1d|#eb6101
593,1245.92,1277.36,3.15,Y,삼각지,#009bce|#713b1d
594,1245.92,1341.73,3.15,Y,이촌,#009bce|#6bc2b3
595,1431.62,1295.02,3.15,Y,옥수,#6bc2b3|#eb6101
596,1148.33,1341.73,3.15,Y,용산,#004b84|#6bc2b3
597,1485.76,859.26,3.15,Y,신당,#00a23f|#713b1d
598,760.48,1209.18,3.15,Y,합정,#00a23f|#713b1d
599,515.22,474.45,3.15,Y,곡산,#4da635|#6bc2b3
600,515.22,427.29,3.15,Y,백마,#4da635|#6bc2b3
601,515.22,380.99,3.15,Y,풍산,#4da635|#6bc2b3
602,515.22,335.08,3.15,Y,일산,#4da635|#6bc2b3
603,129.99,1025.95,3.15,Y,검암,#006390|#f4a463
604,236.79,1025.65,3.15,Y,계양,#006390|#86b3e0
605,129.98,1461.96,3.15,Y,석남,#69702e|#f4a463
606,236.78,1461.82,3.15,Y,부평구청,#69702e|#86b3e0
607,266.24,1647.59,3.15,Y,부평,#004b84|#86b3e0
608,577.55,1323.66,3.15,Y,까치산|신도림,#00a23f|#794698
609,773.03,1513.05,3.15,Y,영등포구청,#00a23f|#794698
610,547.69,1647.64,3.15,Y,소사,#004b84|#4da635
611,624.28,1645.22,3.15,Y,온수,#004b84|#69702e
612,773.98,1714.56,3.15,Y,가산디지털단지,#004b84|#69702e
613,333.59,1789.21,3.15,Y,인천시청,#86b3e0|#f4a463
614,773.42,1832.91,2.9,N,금천구청,#004b84
615,773.43,1642.22,2.9,N,구로,#004b84
616,888.51,1709.29,3.15,Y,대림,#00a23f|#69702e
617,830.46,1635.06,3.15,Y,신도림,#004b84|#00a23f
618,1007.14,1803.71,3.15,Y,신림,#00a23f|#557ec0
619,1063.97,1463.03,3.15,Y,샛강,#557ec0|#a49d87
620,985.42,1463.02,3.15,Y,여의도,#794698|#a49d87
621,1148.33,1463.02,3.15,Y,노량진,#004b84|#a49d87
622,1245.92,1463.02,3.15,Y,동작,#009bce|#a49d87
623,1510.51,1599.65,3.15,Y,신논현,#a49d87|#c12c30
624,1608.73,1599.65,3.15,Y,선정릉,#a49d87|#eca300
625,1506.97,1528.54,3.15,Y,논현,#69702e|#c12c30
626,1608.73,1426.29,3.15,Y,강남구청,#69702e|#eca300
627,1790.97,1237.42,3.15,Y,건대입구,#00a23f|#69702e
628,1761.51,1153.12,2.9,N,성수,#00a23f
629,1365.78,815.99,2.9,N,동대문역사문화공원,#009bce
630,1365.78,829.27,3.15,Y,동대문역사문화공원,#009bce|#00a23f
631,1365.78,842.54,3.15,Y,동대문역사문화공원,#009bce|#794698
632,1169.78,825.43,3.15,Y,을지로3가,#00a23f|#eb6101
633,1268.47,815.25,3.15,Y,을지로4가,#00a23f|#794698
634,1265.78,957.73,3.15,Y,충무로,#009bce|#eb6101
635,985.42,900.54,3.15,Y,충정로,#00a23f|#794698
636,1048.05,865.66,3.15,Y,시청,#004b84|#00a23f
637,740.58,1043.18,2.9,N,신촌(경의),#6bc2b3
638,510.1,962.43,3.15,Y,마곡나루,#006390|#a49d87
639,987.47,522.85,3.15,Y,불광,#713b1d|#eb6101
640,1001.84,1709.29,3.15,Y,보라매,#557ec0|#69702e
641,227.59,1781.51,3.15,Y,주안,#004b84|#f4a463
642,224.02,1976.93,3.15,Y,인천,#004b84|#eca300
643,338.75,2099.9,3.15,Y,원인재,#86b3e0|#eca300
644,547.7,1562.78,3.15,Y,부천종합운동장,#4da635|#69702e
645,1485.76,977.89,3.15,Y,청구,#713b1d|#794698
646,1992.11,1256.31,3.15,Y,천호,#794698|#e5006a
647,1995.92,1365.99,2.9,N,강동,#794698
648,1608.73,1754.04,3.15,Y,선릉,#00a23f|#eca300
649,1510.5,1819.12,3.15,Y,강남,#00a23f|#c12c30
650,1431.54,1851.56,3.15,Y,교대,#00a23f|#eb6101
651,1245.92,1874.72,3.15,Y,사당,#009bce|#00a23f
652,1245.92,1714.76,3.15,Y,총신대입구,#009bce|#69702e
653,1510.51,1913.82,3.15,Y,양재,#c12c30|#eb6101
654,1608.73,1913.82,3.15,Y,도곡,#eb6101|#eca300
655,2006.08,1904.57,3.15,Y,복정,#e5006a|#eca300
656,2011.36,2030.57,3.15,Y,모란,#e5006a|#eca300
657,1935.18,1819.66,3.15,Y,가락시장,#e5006a|#eb6101
658,1791.43,1453.2,2.9,N,잠실,#00a23f
659,1739.77,1594.87,3.15,Y,종합운동장,#00a23f|#a49d87
660,1928.67,2179.82,3.15,Y,정자,#c12c30|#eca300
661,1928.67,2214.61,3.15,Y,미금,#c12c30|#eca300
662,1714.49,2301.54,2.9,N,기흥,#eca300
663,1928.95,2097.71,3.15,Y,판교,#1d2f63|#c12c30
664,2011.36,2097.71,2.9,N,이매,#1d2f63
665,2019.18,1729.41,3.15,Y,오금,#794698|#eb6101
666,961.49,2066.45,3.15,Y,금정,#004b84|#009bce
667,1186.53,2296.15,3.15,Y,수원,#004b84|#eca300
668,1126.37,2366.89,2.9,N,병점,#004b84
669,954.49,1525.18,3.15,Y,신길,#004b84|#794698
670,1063.98,1536.33,3.15,Y,대방,#004b84|#557ec0
671,1882.18,1589.59,3.15,Y,석촌,#a49d87|#e5006a
672,1995.92,1589.6,3.15,Y,올림픽공원,#794698|#a49d87
673,743.69,1339.47,3.15,Y,당산,#00a23f|#a49d87
674,509.33,523.32,4.3,Y,대곡,#4da635|#a35e8c|#eb6101
675,723.18,2284.49,3.15,Y,초지,#009bce|#4da635
676,1192.95,1092.4,2.9,N,,#6bc2b3
677,482.16,523.66,2.9,N,,#eb6101
678,1964.74,2097.71,3.15,Y,성남,#1d2f63|#a35e8c
679,236.79,985.55,2.9,N,아라,#86b3e0
680,236.79,923.36,2.9,N,신검단중앙,#86b3e0
681,236.79,878.96,2.9,N,검단호수공원,#86b3e0
682,678.08,1156.73,2.9,N,,#9a958c
683,593.44,1019.53,2.9,N,,#9a958c
684,1416.42,183.51,2.9,N,,#9a958c
685,1416.42,211.29,2.9,N,,#9a958c
686,1411.44,1414.73,2.9,N,,#9a958c
687,962.03,1428.01,2.9,N,,#9a958c
688,1454.64,1323.32,2.9,N,,#9a958c
689,1772.05,1379.47,2.9,N,,#9a958c
